STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
1001499999,2008-01-23,59.791925,5.34085,48.76,"SORSTOKKEN, NO",40.5,11,38.5,11,9999.9,0,999.9,0,6.2,11,14.1,11,18.1,27.0,42.8,*,37.4,*,99.99, ,999.9,10000
1001499999,2008-01-24,59.791925,5.34085,48.76,"SORSTOKKEN, NO",41.7,11,33.6,11,9999.9,0,999.9,0,7.0,11,16.9,11,23.9,32.1,42.8,*,41.0,*,99.99, ,999.9,11110
1001499999,2008-01-25,59.791925,5.34085,48.76,"SORSTOKKEN, NO",43.6,11,37.2,11,9999.9,0,999.9,0,7.0,11,17.5,11,25.1,37.9,44.6,*,41.0,*,99.99, ,999.9,10000
1001499999,2008-01-28,59.791925,5.34085,48.76,"SORSTOKKEN, NO",45.1,11,42.8,11,9999.9,0,999.9,0,7.0,11,9.5,11,13.0,999.9,46.4,*,44.6,*,99.99, ,999.9,10000
1001499999,2008-01-29,59.791925,5.34085,48.76,"SORSTOKKEN, NO",41.0,11,37.2,11,9999.9,0,999.9,0,7.0,11,5.7,11,15.0,999.9,42.8,*,39.2,*,99.99, ,999.9,10000
1001499999,2008-01-30,59.791925,5.34085,48.76,"SORSTOKKEN, NO",35.6,12,32.8,12,9999.9,0,999.9,0,7.0,12,5.3,12,11.1,22.9,39.2,*,33.8,*,99.99, ,999.9,11100
1001499999,2008-01-31,59.791925,5.34085,48.76,"SORSTOKKEN, NO",37.4,9,34.6,9,9999.9,0,999.9,0,5.5,9,20.7,9,33.0,50.9,39.2,*,35.6,*,99.99, ,999.9,11100
1001499999,2008-02-01,59.791925,5.34085,48.76,"SORSTOKKEN, NO",36.4,9,31.0,9,9999.9,0,999.9,0,7.0,9,14.1,9,28.0,42.9,39.2,*,35.6,*,99.99, ,999.9,10000
1001499999,2008-02-04,59.791925,5.34085,48.76,"SORSTOKKEN, NO",42.1,11,26.8,11,9999.9,0,999.9,0,7.0,11,15.8,11,20.0,26.0,44.6,*,39.2,*,99.99, ,999.9,10000
1001499999,2008-02-05,59.791925,5.34085,48.76,"SORSTOKKEN, NO",43.6,12,35.6,12,9999.9,0,999.9,0,6.8,12,14.5,12,19.0,28.9,44.6,*,41.0,*,99.99, ,999.9,10110
1001499999,2008-02-06,59.791925,5.34085,48.76,"SORSTOKKEN, NO",40.0,12,37.1,12,9999.9,0,999.9,0,7.0,12,17.8,12,34.0,55.0,41.0,*,39.2,*,99.99, ,999.9,10000
1001499999,2008-02-07,59.791925,5.34085,48.76,"SORSTOKKEN, NO",37.5,12,34.0,12,9999.9,0,999.9,0,6.6,12,14.2,12,19.0,34.0,41.0,*,35.6,*,99.99, ,999.9,10000
1001499999,2008-02-08,59.791925,5.34085,48.76,"SORSTOKKEN, NO",46.9,7,42.5,7,9999.9,0,999.9,0,7.0,7,17.6,7,19.0,30.9,50.0,*,42.8,*,99.99, ,999.9,10000
1001499999,2008-02-11,59.791925,5.34085,48.76,"SORSTOKKEN, NO",39.0,9,36.0,9,9999.9,0,999.9,0,7.0,9,7.3,9,9.9,999.9,42.8,*,37.4,*,0.0,I,999.9,0
1001499999,2008-02-12,59.791925,5.34085,48.76,"SORSTOKKEN, NO",39.7,8,35.2,8,9999.9,0,999.9,0,7.0,8,11.4,8,16.9,999.9,41.0,*,37.4,*,0.0,I,999.9,0
1001499999,2008-02-13,59.791925,5.34085,48.76,"SORSTOKKEN, NO",41.3,12,36.8,12,9999.9,0,999.9,0,6.7,11,6.6,12,11.1,999.9,46.4,*,39.2,*,99.99, ,999.9,110000
1001499999,2008-02-28,59.791925,5.34085,48.76,"SORSTOKKEN, NO",38.3,4,35.1,4,9999.9,0,999.9,0,7.0,4,7.0,4,15.9,26.0,42.8,*,35.6,*,99.99, ,999.9,10000
1001499999,2008-03-06,59.791925,5.34085,48.76,"SORSTOKKEN, NO",37.9,4,29.3,4,9999.9,0,999.9,0,7.0,4,7.5,4,11.1,999.9,39.2,*,33.8,*,0.0,I,999.9,0
1001499999,2008-04-27,59.791925,5.34085,48.76,"SORSTOKKEN, NO",49.1,4,44.6,4,9999.9,0,999.9,0,7.0,4,6.0,4,8.0,999.9,50.0,*,48.2,*,99.99, ,999.9,10000
1001499999,2008-04-28,59.791925,5.34085,48.76,"SORSTOKKEN, NO",53.8,11,45.7,11,9999.9,0,999.9,0,6.9,11,13.1,11,16.9,23.9,59.0,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-04-29,59.791925,5.34085,48.76,"SORSTOKKEN, NO",52.7,8,43.2,8,9999.9,0,999.9,0,7.0,8,5.2,8,8.9,999.9,57.2,*,46.4,*,0.0,I,999.9,0
1001499999,2008-04-30,59.791925,5.34085,48.76,"SORSTOKKEN, NO",53.8,9,42.8,9,9999.9,0,999.9,0,7.0,9,9.8,9,12.0,999.9,57.2,*,46.4,*,99.99, ,999.9,10000
1001499999,2008-05-02,59.791925,5.34085,48.76,"SORSTOKKEN, NO",51.8,6,39.8,6,9999.9,0,999.9,0,6.9,6,8.1,6,9.9,999.9,57.2,*,48.2,*,0.0,I,999.9,0
1001499999,2008-05-04,59.791925,5.34085,48.76,"SORSTOKKEN, NO",61.3,4,38.3,4,9999.9,0,999.9,0,6.2,4,5.3,4,6.0,999.9,62.6,*,55.4,*,0.0,I,999.9,0
1001499999,2008-05-05,59.791925,5.34085,48.76,"SORSTOKKEN, NO",54.3,10,36.7,10,9999.9,0,999.9,0,6.2,10,5.7,10,8.9,999.9,64.4,*,46.4,*,0.0,I,999.9,0
1001499999,2008-05-06,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.0,7,41.8,7,9999.9,0,999.9,0,6.2,7,4.3,7,8.0,999.9,62.6,*,50.0,*,0.0,I,999.9,0
1001499999,2008-05-07,59.791925,5.34085,48.76,"SORSTOKKEN, NO",49.5,7,44.3,7,9999.9,0,999.9,0,3.6,6,4.3,7,7.0,999.9,59.0,*,42.8,*,0.0,I,999.9,100000
1001499999,2008-05-08,59.791925,5.34085,48.76,"SORSTOKKEN, NO",62.2,8,42.8,8,9999.9,0,999.9,0,6.2,8,11.6,8,13.0,999.9,66.2,*,59.0,*,0.0,I,999.9,0
1001499999,2008-05-09,59.791925,5.34085,48.76,"SORSTOKKEN, NO",59.0,7,46.4,7,9999.9,0,999.9,0,6.2,7,4.0,7,6.0,999.9,64.4,*,50.0,*,0.0,I,999.9,0
1001499999,2008-05-12,59.791925,5.34085,48.76,"SORSTOKKEN, NO",60.1,5,41.4,5,9999.9,0,999.9,0,999.9,0,6.6,5,8.9,999.9,60.8,*,59.0,*,0.0,I,999.9,0
1001499999,2008-05-13,59.791925,5.34085,48.76,"SORSTOKKEN, NO",50.2,8,41.4,8,9999.9,0,999.9,0,7.0,8,3.1,8,6.0,999.9,59.0,*,42.8,*,0.0,I,999.9,0
1001499999,2008-05-14,59.791925,5.34085,48.76,"SORSTOKKEN, NO",53.6,7,44.9,7,9999.9,0,999.9,0,6.8,7,8.0,7,12.0,999.9,57.2,*,48.2,*,0.0,I,999.9,0
1001499999,2008-05-15,59.791925,5.34085,48.76,"SORSTOKKEN, NO",55.1,7,42.3,7,9999.9,0,999.9,0,7.0,7,11.3,7,15.0,999.9,57.2,*,50.0,*,0.0,I,999.9,0
1001499999,2008-05-16,59.791925,5.34085,48.76,"SORSTOKKEN, NO",49.1,10,41.2,10,9999.9,0,999.9,0,7.0,10,8.9,10,21.0,999.9,51.8,*,46.4,*,99.99, ,999.9,10000
1001499999,2008-05-18,59.791925,5.34085,48.76,"SORSTOKKEN, NO",49.3,5,35.6,5,9999.9,0,999.9,0,7.0,5,9.8,5,14.0,999.9,51.8,*,48.2,*,0.0,I,999.9,0
1001499999,2008-05-19,59.791925,5.34085,48.76,"SORSTOKKEN, NO",47.3,18,35.7,18,9999.9,0,999.9,0,7.0,18,13.6,18,21.0,999.9,53.6,*,39.2,*,0.0,I,999.9,0
1001499999,2008-05-20,59.791925,5.34085,48.76,"SORSTOKKEN, NO",49.9,15,37.3,15,9999.9,0,999.9,0,7.0,15,10.2,15,14.0,999.9,53.6,*,42.8,*,0.0,I,999.9,0
1001499999,2008-05-21,59.791925,5.34085,48.76,"SORSTOKKEN, NO",50.9,16,37.4,16,9999.9,0,999.9,0,7.0,16,8.7,16,12.0,999.9,55.4,*,44.6,*,0.0,I,999.9,0
1001499999,2008-05-22,59.791925,5.34085,48.76,"SORSTOKKEN, NO",52.5,13,38.2,13,9999.9,0,999.9,0,7.0,13,8.8,13,13.0,999.9,57.2,*,44.6,*,0.0,I,999.9,0
1001499999,2008-05-23,59.791925,5.34085,48.76,"SORSTOKKEN, NO",56.2,11,39.7,11,9999.9,0,999.9,0,6.8,11,5.3,11,11.1,999.9,62.6,*,48.2,*,0.0,I,999.9,0
1001499999,2008-05-25,59.791925,5.34085,48.76,"SORSTOKKEN, NO",61.4,6,38.9,6,9999.9,0,999.9,0,7.0,6,10.7,6,13.0,999.9,64.4,*,59.0,*,0.0,I,999.9,0
1001499999,2008-05-26,59.791925,5.34085,48.76,"SORSTOKKEN, NO",56.5,16,45.5,16,9999.9,0,999.9,0,6.2,16,10.3,16,19.0,999.9,64.4,*,44.6,*,0.0,I,999.9,0
1001499999,2008-05-27,59.791925,5.34085,48.76,"SORSTOKKEN, NO",64.7,13,38.5,13,9999.9,0,999.9,0,6.2,13,5.0,13,8.9,999.9,69.8,*,50.0,*,0.0,I,999.9,0
1001499999,2008-05-28,59.791925,5.34085,48.76,"SORSTOKKEN, NO",67.3,10,39.0,10,9999.9,0,999.9,0,6.2,10,4.9,10,7.0,999.9,75.2,*,59.0,*,0.0,I,999.9,0
1001499999,2008-05-29,59.791925,5.34085,48.76,"SORSTOKKEN, NO",69.5,13,40.2,13,9999.9,0,999.9,0,6.4,13,9.3,13,14.0,999.9,77.0,*,60.8,*,99.99, ,999.9,10000
1001499999,2008-05-30,59.791925,5.34085,48.76,"SORSTOKKEN, NO",65.7,14,50.1,14,9999.9,0,999.9,0,6.2,14,4.2,14,8.0,999.9,71.6,*,59.0,*,99.99, ,999.9,10000
1001499999,2008-06-01,59.791925,5.34085,48.76,"SORSTOKKEN, NO",74.0,6,49.4,6,9999.9,0,999.9,0,6.2,6,9.3,6,11.1,999.9,75.2,*,68.0,*,0.0,I,999.9,0
1001499999,2008-06-02,59.791925,5.34085,48.76,"SORSTOKKEN, NO",71.2,15,46.0,15,9999.9,0,999.9,0,6.2,15,4.8,15,8.9,999.9,78.8,*,60.8,*,0.0,I,999.9,0
1001499999,2008-06-03,59.791925,5.34085,48.76,"SORSTOKKEN, NO",74.1,13,44.6,13,9999.9,0,999.9,0,6.2,13,9.5,13,14.0,999.9,82.4,*,59.0,*,0.0,I,999.9,0
1001499999,2008-06-04,59.791925,5.34085,48.76,"SORSTOKKEN, NO",74.0,14,43.3,14,9999.9,0,999.9,0,6.2,14,10.6,14,15.9,999.9,80.6,*,69.8,*,0.0,I,999.9,0
1001499999,2008-06-05,59.791925,5.34085,48.76,"SORSTOKKEN, NO",73.1,12,43.2,12,9999.9,0,999.9,0,6.2,12,7.1,12,13.0,999.9,78.8,*,62.6,*,0.0,I,999.9,0
1001499999,2008-06-06,59.791925,5.34085,48.76,"SORSTOKKEN, NO",70.3,11,42.1,11,9999.9,0,999.9,0,6.2,11,4.8,11,8.9,999.9,78.8,*,59.0,*,0.0,I,999.9,0
1001499999,2008-06-08,59.791925,5.34085,48.76,"SORSTOKKEN, NO",59.4,5,51.8,5,9999.9,0,999.9,0,7.0,5,11.6,5,13.0,999.9,62.6,*,57.2,*,99.99, ,999.9,10000
1001499999,2008-06-09,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.6,14,47.3,14,9999.9,0,999.9,0,7.0,14,8.1,14,18.1,999.9,64.4,*,51.8,*,99.99, ,999.9,10000
1001499999,2008-06-10,59.791925,5.34085,48.76,"SORSTOKKEN, NO",51.8,12,47.6,12,9999.9,0,999.9,0,6.7,11,17.7,12,22.0,40.0,55.4,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-06-11,59.791925,5.34085,48.76,"SORSTOKKEN, NO",52.4,13,43.6,13,9999.9,0,999.9,0,7.0,13,18.7,13,22.9,32.1,57.2,*,46.4,*,99.99, ,999.9,10000
1001499999,2008-06-12,59.791925,5.34085,48.76,"SORSTOKKEN, NO",54.5,10,42.1,10,9999.9,0,999.9,0,7.0,10,17.8,10,25.1,32.1,57.2,*,50.0,*,0.0,I,999.9,0
1001499999,2008-06-13,59.791925,5.34085,48.76,"SORSTOKKEN, NO",52.7,12,39.7,12,9999.9,0,999.9,0,7.0,12,12.5,12,15.0,999.9,57.2,*,48.2,*,0.0,I,999.9,0
1001499999,2008-06-15,59.791925,5.34085,48.76,"SORSTOKKEN, NO",60.8,6,44.0,6,9999.9,0,999.9,0,7.0,6,15.0,6,16.9,999.9,62.6,*,57.2,*,0.0,I,999.9,0
1001499999,2008-06-16,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.2,15,46.8,15,9999.9,0,999.9,0,7.0,15,8.3,15,15.9,999.9,62.6,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-06-17,59.791925,5.34085,48.76,"SORSTOKKEN, NO",56.0,14,42.8,14,9999.9,0,999.9,0,7.0,14,5.3,14,11.1,999.9,60.8,*,51.8,*,99.99, ,999.9,10000
1001499999,2008-06-18,59.791925,5.34085,48.76,"SORSTOKKEN, NO",55.8,12,48.4,12,9999.9,0,999.9,0,7.0,12,10.8,12,13.0,999.9,59.0,*,53.6,*,99.99, ,999.9,10000
1001499999,2008-06-19,59.791925,5.34085,48.76,"SORSTOKKEN, NO",54.6,13,51.5,13,9999.9,0,999.9,0,6.8,13,12.7,12,15.9,27.0,55.4,*,53.6,*,99.99, ,999.9,10000
1001499999,2008-06-20,59.791925,5.34085,48.76,"SORSTOKKEN, NO",54.0,12,47.3,12,9999.9,0,999.9,0,7.0,12,16.6,12,22.0,33.0,57.2,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-06-22,59.791925,5.34085,48.76,"SORSTOKKEN, NO",53.0,6,46.7,6,9999.9,0,999.9,0,7.0,6,12.8,6,16.9,26.0,55.4,*,51.8,*,99.99, ,999.9,10000
1001499999,2008-06-23,59.791925,5.34085,48.76,"SORSTOKKEN, NO",52.9,16,49.0,16,9999.9,0,999.9,0,6.7,16,13.7,15,29.9,41.0,57.2,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-06-24,59.791925,5.34085,48.76,"SORSTOKKEN, NO",52.8,13,43.8,13,9999.9,0,999.9,0,7.0,13,11.4,13,15.9,999.9,57.2,*,46.4,*,99.99, ,999.9,10000
1001499999,2008-06-25,59.791925,5.34085,48.76,"SORSTOKKEN, NO",56.5,13,41.8,13,9999.9,0,999.9,0,6.9,13,5.9,13,8.0,999.9,60.8,*,50.0,*,0.0,I,999.9,0
1001499999,2008-06-26,59.791925,5.34085,48.76,"SORSTOKKEN, NO",55.1,11,47.9,11,9999.9,0,999.9,0,6.7,11,8.2,11,13.0,999.9,59.0,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-06-27,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.5,11,49.5,11,9999.9,0,999.9,0,7.0,11,6.1,11,8.9,999.9,64.4,*,51.8,*,0.0,I,999.9,0
1001499999,2008-06-29,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.1,4,51.4,4,9999.9,0,999.9,0,7.0,4,11.5,4,15.0,22.9,60.8,*,55.4,*,99.99, ,999.9,10000
1001499999,2008-06-30,59.791925,5.34085,48.76,"SORSTOKKEN, NO",56.2,15,50.2,15,9999.9,0,999.9,0,7.0,15,9.1,15,15.0,999.9,59.0,*,53.6,*,99.99, ,999.9,10000
1001499999,2008-07-01,59.791925,5.34085,48.76,"SORSTOKKEN, NO",60.3,10,48.2,10,9999.9,0,999.9,0,7.0,10,10.1,10,12.0,999.9,66.2,*,53.6,*,99.99, ,999.9,10000
1001499999,2008-07-02,59.791925,5.34085,48.76,"SORSTOKKEN, NO",72.3,13,46.7,13,9999.9,0,999.9,0,6.2,13,6.3,13,8.9,999.9,78.8,*,60.8,*,0.0,I,999.9,0
1001499999,2008-07-03,59.791925,5.34085,48.76,"SORSTOKKEN, NO",79.2,13,44.9,13,9999.9,0,999.9,0,6.2,13,11.4,13,14.0,999.9,86.0,*,66.2,*,0.0,I,999.9,0
1001499999,2008-07-04,59.791925,5.34085,48.76,"SORSTOKKEN, NO",77.2,12,47.3,12,9999.9,0,999.9,0,6.2,12,7.8,12,11.1,999.9,82.4,*,71.6,*,0.0,I,999.9,0
1001499999,2008-07-07,59.791925,5.34085,48.76,"SORSTOKKEN, NO",60.4,10,48.7,10,9999.9,0,999.9,0,7.0,10,11.0,10,15.9,22.9,62.6,*,57.2,*,99.99, ,999.9,10000
1001499999,2008-07-08,59.791925,5.34085,48.76,"SORSTOKKEN, NO",62.1,10,48.4,10,9999.9,0,999.9,0,7.0,10,4.1,10,7.0,999.9,66.2,*,60.8,*,0.0,I,999.9,0
1001499999,2008-07-09,59.791925,5.34085,48.76,"SORSTOKKEN, NO",66.5,11,48.7,11,9999.9,0,999.9,0,6.4,11,7.1,11,12.0,999.9,69.8,*,59.0,*,0.0,I,999.9,0
1001499999,2008-07-10,59.791925,5.34085,48.76,"SORSTOKKEN, NO",63.6,12,52.2,12,9999.9,0,999.9,0,7.0,12,4.7,12,8.9,999.9,69.8,*,53.6,*,0.0,I,999.9,100000
1001499999,2008-07-11,59.791925,5.34085,48.76,"SORSTOKKEN, NO",65.2,11,51.6,11,9999.9,0,999.9,0,7.0,11,6.5,11,11.1,999.9,68.0,*,60.8,*,99.99, ,999.9,10000
1001499999,2008-08-04,59.791925,5.34085,48.76,"SORSTOKKEN, NO",64.7,7,55.1,7,9999.9,0,999.9,0,7.0,7,8.0,7,12.0,999.9,68.0,*,62.6,*,0.0,I,999.9,0
1001499999,2008-08-05,59.791925,5.34085,48.76,"SORSTOKKEN, NO",63.4,12,56.1,12,9999.9,0,999.9,0,7.0,12,4.6,12,8.0,999.9,68.0,*,60.8,*,0.0,I,999.9,0
1001499999,2008-08-06,59.791925,5.34085,48.76,"SORSTOKKEN, NO",61.0,11,54.6,11,9999.9,0,999.9,0,7.0,11,4.8,11,9.9,999.9,64.4,*,59.0,*,99.99, ,999.9,10000
1001499999,2008-08-07,59.791925,5.34085,48.76,"SORSTOKKEN, NO",62.0,12,54.7,12,9999.9,0,999.9,0,7.0,12,7.5,12,15.0,999.9,64.4,*,59.0,*,99.99, ,999.9,10000
1001499999,2008-08-08,59.791925,5.34085,48.76,"SORSTOKKEN, NO",64.4,11,52.5,11,9999.9,0,999.9,0,7.0,11,12.3,11,15.9,999.9,68.0,*,59.0,*,0.0,I,999.9,0
1001499999,2008-08-10,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.6,9,54.8,9,9999.9,0,999.9,0,6.8,9,11.9,9,15.0,999.9,60.8,*,57.2,*,99.99, ,999.9,10000
1001499999,2008-08-11,59.791925,5.34085,48.76,"SORSTOKKEN, NO",57.3,15,53.8,15,9999.9,0,999.9,0,6.6,15,12.1,15,16.9,30.9,64.4,*,53.6,*,99.99, ,999.9,10010
1001499999,2008-08-12,59.791925,5.34085,48.76,"SORSTOKKEN, NO",59.5,14,54.9,14,9999.9,0,999.9,0,7.0,14,6.2,14,9.9,999.9,68.0,*,55.4,*,99.99, ,999.9,10000
1001499999,2008-08-13,59.791925,5.34085,48.76,"SORSTOKKEN, NO",62.2,15,52.9,15,9999.9,0,999.9,0,7.0,15,4.9,15,999.9,999.9,68.0,*,57.2,*,0.0,I,999.9,10
1001499999,2008-08-14,59.791925,5.34085,48.76,"SORSTOKKEN, NO",58.7,16,53.1,16,9999.9,0,999.9,0,7.0,16,9.8,16,16.9,999.9,64.4,*,50.0,*,99.99, ,999.9,10000
1001499999,2008-08-15,59.791925,5.34085,48.76,"SORSTOKKEN, NO",60.6,10,46.6,10,9999.9,0,999.9,0,7.0,10,4.7,10,7.0,999.9,64.4,*,55.4,*,0.0,I,999.9,0
1001499999,2008-08-17,59.791925,5.34085,48.76,"SORSTOKKEN, NO",70.1,6,49.7,6,9999.9,0,999.9,0,7.0,6,6.2,6,8.9,999.9,73.4,*,66.2,*,0.0,I,999.9,0
1001499999,2008-08-18,59.791925,5.34085,48.76,"SORSTOKKEN, NO",66.8,15,53.4,15,9999.9,0,999.9,0,7.0,15,4.9,15,8.9,999.9,71.6,*,59.0,*,0.0,I,999.9,0
1001499999,2008-08-19,59.791925,5.34085,48.76,"SORSTOKKEN, NO",62.4,15,55.4,15,9999.9,0,999.9,0,6.9,15,2.9,15,6.0,999.9,71.6,*,53.6,*,99.99, ,999.9,10000
1001499999,2008-08-20,59.791925,5.34085,48.76,"SORSTOKKEN, NO",63.8,14,56.8,14,9999.9,0,999.9,0,7.0,14,6.7,14,14.0,999.9,69.8,*,57.2,*,0.0,I,999.9,0
1001499999,2008-08-21,59.791925,5.34085,48.76,"SORSTOKKEN, NO",61.4,17,50.6,17,9999.9,0,999.9,0,7.0,17,7.0,17,12.0,999.9,68.0,*,55.4,*,0.0,I,999.9,0
1001499999,2008-08-22,59.791925,5.34085,48.76,"SORSTOKKEN, NO",62.4,8,50.9,8,9999.9,0,999.9,0,7.0,8,8.8,8,16.9,999.9,68.0,*,57.2,*,0.0,I,999.9,0
1001499999,2008-08-24,59.791925,5.34085,48.76,"SORSTOKKEN, NO",64.9,7,52.1,7,9999.9,0,999.9,0,7.0,7,11.5,7,15.9,26.0,68.0,*,62.6,*,0.0,I,999.9,0
1001499999,2008-08-25,59.791925,5.34085,48.76,"SORSTOKKEN, NO",61.8,15,53.4,15,9999.9,0,999.9,0,7.0,15,12.4,15,20.0,29.9,66.2,*,57.2,*,99.99, ,999.9,10000
1001499999,2008-08-26,59.791925,5.34085,48.76,"SORSTOKKEN, NO",61.6,15,47.2,15,9999.9,0,999.9,0,7.0,15,3.4,15,6.0,999.9,68.0,*,53.6,*,0.0,I,999.9,0
1001499999,2008-08-27,59.791925,5.34085,48.76,"SORSTOKKEN, NO",56.6,16,53.8,16,9999.9,0,999.9,0,6.8,16,8.7,16,12.0,999.9,59.0,*,53.6,*,99.99, ,999.9,10000
1001499999,2008-08-28,59.791925,5.34085,48.76,"SORSTOKKEN, NO",57.3,16,48.5,16,9999.9,0,999.9,0,7.0,16,7.4,16,9.9,999.9,64.4,*,51.8,*,0.0,I,999.9,0
1001499999,2008-08-29,59.791925,5.34085,48.76,"SORSTOKKEN, NO",59.6,9,47.6,9,9999.9,0,999.9,0,6.7,9,7.3,9,9.9,999.9,64.4,*,55.4,*,0.0,I,999.9,0
